county_fips,in.county,county_name,state_name,county_state_name
17189,G1701890,Washington County,Illinois,"Washington County, Illinois"
17191,G1701910,Wayne County,Illinois,"Wayne County, Illinois"
17193,G1701930,White County,Illinois,"White County, Illinois"
17195,G1701950,Whiteside County,Illinois,"Whiteside County, Illinois"
17197,G1701970,Will County,Illinois,"Will County, Illinois"
17199,G1701990,Williamson County,Illinois,"Williamson County, Illinois"
17201,G1702010,Winnebago County,Illinois,"Winnebago County, Illinois"
17203,G1702030,Woodford County,Illinois,"Woodford County, Illinois"
18001,G1800010,Adams County,Indiana,"Adams County, Indiana"
18003,G1800030,Allen County,Indiana,"Allen County, Indiana"
18005,G1800050,Bartholomew County,Indiana,"Bartholomew County, Indiana"
18007,G1800070,Benton County,Indiana,"Benton County, Indiana"
18009,G1800090,Blackford County,Indiana,"Blackford County, Indiana"
18011,G1800110,Boone County,Indiana,"Boone County, Indiana"
18013,G1800130,Brown County,Indiana,"Brown County, Indiana"
18015,G1800150,Carroll County,Indiana,"Carroll County, Indiana"
18017,G1800170,Cass County,Indiana,"Cass County, Indiana"
18019,G1800190,Clark County,Indiana,"Clark County, Indiana"
18021,G1800210,Clay County,Indiana,"Clay County, Indiana"
18023,G1800230,Clinton County,Indiana,"Clinton County, Indiana"
18025,G1800250,Crawford County,Indiana,"Crawford County, Indiana"
18027,G1800270,Daviess County,Indiana,"Daviess County, Indiana"
18029,G1800290,Dearborn County,Indiana,"Dearborn County, Indiana"
18031,G1800310,Decatur County,Indiana,"Decatur County, Indiana"
18033,G1800330,De Kalb County,Indiana,"De Kalb County, Indiana"
18035,G1800350,Delaware County,Indiana,"Delaware County, Indiana"
18037,G1800370,Dubois County,Indiana,"Dubois County, Indiana"
18039,G1800390,Elkhart County,Indiana,"Elkhart County, Indiana"
18041,G1800410,Fayette County,Indiana,"Fayette County, Indiana"
18043,G1800430,Floyd County,Indiana,"Floyd County, Indiana"
18045,G1800450,Fountain County,Indiana,"Fountain County, Indiana"
18047,G1800470,Franklin County,Indiana,"Franklin County, Indiana"
18049,G1800490,Fulton County,Indiana,"Fulton County, Indiana"
18051,G1800510,Gibson County,Indiana,"Gibson County, Indiana"
18053,G1800530,Grant County,Indiana,"Grant County, Indiana"
18055,G1800550,Greene County,Indiana,"Greene County, Indiana"
18057,G1800570,Hamilton County,Indiana,"Hamilton County, Indiana"
18059,G1800590,Hancock County,Indiana,"Hancock County, Indiana"
18061,G1800610,Harrison County,Indiana,"Harrison County, Indiana"
18063,G1800630,Hendricks County,Indiana,"Hendricks County, Indiana"
18065,G1800650,Henry County,Indiana,"Henry County, Indiana"
18067,G1800670,Howard County,Indiana,"Howard County, Indiana"
18069,G1800690,Huntington County,Indiana,"Huntington County, Indiana"
18071,G1800710,Jackson County,Indiana,"Jackson County, Indiana"
18073,G1800730,Jasper County,Indiana,"Jasper County, Indiana"
18075,G1800750,Jay County,Indiana,"Jay County, Indiana"
18077,G1800770,Jefferson County,Indiana,"Jefferson County, Indiana"
18079,G1800790,Jennings County,Indiana,"Jennings County, Indiana"
18081,G1800810,Johnson County,Indiana,"Johnson County, Indiana"
18083,G1800830,Knox County,Indiana,"Knox County, Indiana"
18085,G1800850,Kosciusko County,Indiana,"Kosciusko County, Indiana"
18087,G1800870,Lagrange County,Indiana,"Lagrange County, Indiana"
18089,G1800890,Lake County,Indiana,"Lake County, Indiana"
18091,G1800910,La Porte County,Indiana,"La Porte County, Indiana"
18093,G1800930,Lawrence County,Indiana,"Lawrence County, Indiana"
18095,G1800950,Madison County,Indiana,"Madison County, Indiana"
18097,G1800970,Marion County,Indiana,"Marion County, Indiana"
18099,G1800990,Marshall County,Indiana,"Marshall County, Indiana"
18101,G1801010,Martin County,Indiana,"Martin County, Indiana"
18103,G1801030,Miami County,Indiana,"Miami County, Indiana"
18105,G1801050,Monroe County,Indiana,"Monroe County, Indiana"
18107,G1801070,Montgomery County,Indiana,"Montgomery County, Indiana"
18109,G1801090,Morgan County,Indiana,"Morgan County, Indiana"
18111,G1801110,Newton County,Indiana,"Newton County, Indiana"
18113,G1801130,Noble County,Indiana,"Noble County, Indiana"
18115,G1801150,Ohio County,Indiana,"Ohio County, Indiana"
18117,G1801170,Orange County,Indiana,"Orange County, Indiana"
18119,G1801190,Owen County,Indiana,"Owen County, Indiana"
18121,G1801210,Parke County,Indiana,"Parke County, Indiana"
18123,G1801230,Perry County,Indiana,"Perry County, Indiana"
18125,G1801250,Pike County,Indiana,"Pike County, Indiana"
18127,G1801270,Porter County,Indiana,"Porter County, Indiana"
18129,G1801290,Posey County,Indiana,"Posey County, Indiana"
18131,G1801310,Pulaski County,Indiana,"Pulaski County, Indiana"
18133,G1801330,Putnam County,Indiana,"Putnam County, Indiana"
18135,G1801350,Randolph County,Indiana,"Randolph County, Indiana"
18137,G1801370,Ripley County,Indiana,"Ripley County, Indiana"
18139,G1801390,Rush County,Indiana,"Rush County, Indiana"
18141,G1801410,St. Joseph County,Indiana,"St. Joseph County, Indiana"
18143,G1801430,Scott County,Indiana,"Scott County, Indiana"
18145,G1801450,Shelby County,Indiana,"Shelby County, Indiana"
18147,G1801470,Spencer County,Indiana,"Spencer County, Indiana"
18149,G1801490,Starke County,Indiana,"Starke County, Indiana"
18151,G1801510,Steuben County,Indiana,"Steuben County, Indiana"
18153,G1801530,Sullivan County,Indiana,"Sullivan County, Indiana"
18155,G1801550,Switzerland County,Indiana,"Switzerland County, Indiana"
18157,G1801570,Tippecanoe County,Indiana,"Tippecanoe County, Indiana"
18159,G1801590,Tipton County,Indiana,"Tipton County, Indiana"
18161,G1801610,Union County,Indiana,"Union County, Indiana"
18163,G1801630,Vanderburgh County,Indiana,"Vanderburgh County, Indiana"
18165,G1801650,Vermillion County,Indiana,"Vermillion County, Indiana"
18167,G1801670,Vigo County,Indiana,"Vigo County, Indiana"
18169,G1801690,Wabash County,Indiana,"Wabash County, Indiana"
18171,G1801710,Warren County,Indiana,"Warren County, Indiana"
18173,G1801730,Warrick County,Indiana,"Warrick County, Indiana"
18175,G1801750,Washington County,Indiana,"Washington County, Indiana"
18177,G1801770,Wayne County,Indiana,"Wayne County, Indiana"
18179,G1801790,Wells County,Indiana,"Wells County, Indiana"
18181,G1801810,White County,Indiana,"White County, Indiana"
18183,G1801830,Whitley County,Indiana,"Whitley County, Indiana"
19001,G1900010,Adair County,Iowa,"Adair County, Iowa"
19003,G1900030,Adams County,Iowa,"Adams County, Iowa"
19005,G1900050,Allamakee County,Iowa,"Allamakee County, Iowa"
19007,G1900070,Appanoose County,Iowa,"Appanoose County, Iowa"
19009,G1900090,Audubon County,Iowa,"Audubon County, Iowa"
19011,G1900110,Benton County,Iowa,"Benton County, Iowa"
19013,G1900130,Black Hawk County,Iowa,"Black Hawk County, Iowa"
19015,G1900150,Boone County,Iowa,"Boone County, Iowa"
19017,G1900170,Bremer County,Iowa,"Bremer County, Iowa"
19019,G1900190,Buchanan County,Iowa,"Buchanan County, Iowa"
19021,G1900210,Buena Vista County,Iowa,"Buena Vista County, Iowa"
19023,G1900230,Butler County,Iowa,"Butler County, Iowa"
19025,G1900250,Calhoun County,Iowa,"Calhoun County, Iowa"
19027,G1900270,Carroll County,Iowa,"Carroll County, Iowa"
19029,G1900290,Cass County,Iowa,"Cass County, Iowa"
19031,G1900310,Cedar County,Iowa,"Cedar County, Iowa"
19033,G1900330,Cerro Gordo County,Iowa,"Cerro Gordo County, Iowa"
19035,G1900350,Cherokee County,Iowa,"Cherokee County, Iowa"
19037,G1900370,Chickasaw County,Iowa,"Chickasaw County, Iowa"
19039,G1900390,Clarke County,Iowa,"Clarke County, Iowa"
19041,G1900410,Clay County,Iowa,"Clay County, Iowa"
19043,G1900430,Clayton County,Iowa,"Clayton County, Iowa"
19045,G1900450,Clinton County,Iowa,"Clinton County, Iowa"
19047,G1900470,Crawford County,Iowa,"Crawford County, Iowa"
19049,G1900490,Dallas County,Iowa,"Dallas County, Iowa"
19051,G1900510,Davis County,Iowa,"Davis County, Iowa"
19053,G1900530,Decatur County,Iowa,"Decatur County, Iowa"
19055,G1900550,Delaware County,Iowa,"Delaware County, Iowa"
19057,G1900570,Des Moines County,Iowa,"Des Moines County, Iowa"
19059,G1900590,Dickinson County,Iowa,"Dickinson County, Iowa"
19061,G1900610,Dubuque County,Iowa,"Dubuque County, Iowa"
19063,G1900630,Emmet County,Iowa,"Emmet County, Iowa"
19065,G1900650,Fayette County,Iowa,"Fayette County, Iowa"
19067,G1900670,Floyd County,Iowa,"Floyd County, Iowa"
19069,G1900690,Franklin County,Iowa,"Franklin County, Iowa"
19071,G1900710,Fremont County,Iowa,"Fremont County, Iowa"
19073,G1900730,Greene County,Iowa,"Greene County, Iowa"
19075,G1900750,Grundy County,Iowa,"Grundy County, Iowa"
19077,G1900770,Guthrie County,Iowa,"Guthrie County, Iowa"
19079,G1900790,Hamilton County,Iowa,"Hamilton County, Iowa"
19081,G1900810,Hancock County,Iowa,"Hancock County, Iowa"
19083,G1900830,Hardin County,Iowa,"Hardin County, Iowa"
19085,G1900850,Harrison County,Iowa,"Harrison County, Iowa"
19087,G1900870,Henry County,Iowa,"Henry County, Iowa"
19089,G1900890,Howard County,Iowa,"Howard County, Iowa"
19091,G1900910,Humboldt County,Iowa,"Humboldt County, Iowa"
19093,G1900930,Ida County,Iowa,"Ida County, Iowa"
19095,G1900950,Iowa County,Iowa,"Iowa County, Iowa"
19097,G1900970,Jackson County,Iowa,"Jackson County, Iowa"
19099,G1900990,Jasper County,Iowa,"Jasper County, Iowa"
19101,G1901010,Jefferson County,Iowa,"Jefferson County, Iowa"
19103,G1901030,Johnson County,Iowa,"Johnson County, Iowa"
19105,G1901050,Jones County,Iowa,"Jones County, Iowa"
19107,G1901070,Keokuk County,Iowa,"Keokuk County, Iowa"
19109,G1901090,Kossuth County,Iowa,"Kossuth County, Iowa"
19111,G1901110,Lee County,Iowa,"Lee County, Iowa"
19113,G1901130,Linn County,Iowa,"Linn County, Iowa"
19115,G1901150,Louisa County,Iowa,"Louisa County, Iowa"
19117,G1901170,Lucas County,Iowa,"Lucas County, Iowa"
19119,G1901190,Lyon County,Iowa,"Lyon County, Iowa"
19121,G1901210,Madison County,Iowa,"Madison County, Iowa"
19123,G1901230,Mahaska County,Iowa,"Mahaska County, Iowa"
19125,G1901250,Marion County,Iowa,"Marion County, Iowa"
19127,G1901270,Marshall County,Iowa,"Marshall County, Iowa"
19129,G1901290,Mills County,Iowa,"Mills County, Iowa"
19131,G1901310,Mitchell County,Iowa,"Mitchell County, Iowa"
19133,G1901330,Monona County,Iowa,"Monona County, Iowa"
19135,G1901350,Monroe County,Iowa,"Monroe County, Iowa"
19137,G1901370,Montgomery County,Iowa,"Montgomery County, Iowa"
19139,G1901390,Muscatine County,Iowa,"Muscatine County, Iowa"
19141,G1901410,O,Iowa,"O, Iowa"
19143,G1901430,Osceola County,Iowa,"Osceola County, Iowa"
19145,G1901450,Page County,Iowa,"Page County, Iowa"
19147,G1901470,Palo Alto County,Iowa,"Palo Alto County, Iowa"
19149,G1901490,Plymouth County,Iowa,"Plymouth County, Iowa"
19151,G1901510,Pocahontas County,Iowa,"Pocahontas County, Iowa"
19153,G1901530,Polk County,Iowa,"Polk County, Iowa"
19155,G1901550,Pottawattamie County,Iowa,"Pottawattamie County, Iowa"
19157,G1901570,Poweshiek County,Iowa,"Poweshiek County, Iowa"
19159,G1901590,Ringgold County,Iowa,"Ringgold County, Iowa"
19161,G1901610,Sac County,Iowa,"Sac County, Iowa"
19163,G1901630,Scott County,Iowa,"Scott County, Iowa"
19165,G1901650,Shelby County,Iowa,"Shelby County, Iowa"
19167,G1901670,Sioux County,Iowa,"Sioux County, Iowa"
19169,G1901690,Story County,Iowa,"Story County, Iowa"
19171,G1901710,Tama County,Iowa,"Tama County, Iowa"
19173,G1901730,Taylor County,Iowa,"Taylor County, Iowa"
19175,G1901750,Union County,Iowa,"Union County, Iowa"
19177,G1901770,Van Buren County,Iowa,"Van Buren County, Iowa"
19179,G1901790,Wapello County,Iowa,"Wapello County, Iowa"
19181,G1901810,Warren County,Iowa,"Warren County, Iowa"
19183,G1901830,Washington County,Iowa,"Washington County, Iowa"
19185,G1901850,Wayne County,Iowa,"Wayne County, Iowa"
19187,G1901870,Webster County,Iowa,"Webster County, Iowa"
19189,G1901890,Winnebago County,Iowa,"Winnebago County, Iowa"
19191,G1901910,Winneshiek County,Iowa,"Winneshiek County, Iowa"
19193,G1901930,Woodbury County,Iowa,"Woodbury County, Iowa"
19195,G1901950,Worth County,Iowa,"Worth County, Iowa"
19197,G1901970,Wright County,Iowa,"Wright County, Iowa"
20001,G2000010,Allen County,Kansas,"Allen County, Kansas"
20003,G2000030,Anderson County,Kansas,"Anderson County, Kansas"
20005,G2000050,Atchison County,Kansas,"Atchison County, Kansas"
20007,G2000070,Barber County,Kansas,"Barber County, Kansas"
20009,G2000090,Barton County,Kansas,"Barton County, Kansas"
20011,G2000110,Bourbon County,Kansas,"Bourbon County, Kansas"
20013,G2000130,Brown County,Kansas,"Brown County, Kansas"
20015,G2000150,Butler County,Kansas,"Butler County, Kansas"
20017,G2000170,Chase County,Kansas,"Chase County, Kansas"
20019,G2000190,Chautauqua County,Kansas,"Chautauqua County, Kansas"
20021,G2000210,Cherokee County,Kansas,"Cherokee County, Kansas"
20023,G2000230,Cheyenne County,Kansas,"Cheyenne County, Kansas"
20025,G2000250,Clark County,Kansas,"Clark County, Kansas"
20027,G2000270,Clay County,Kansas,"Clay County, Kansas"
20029,G2000290,Cloud County,Kansas,"Cloud County, Kansas"
20031,G2000310,Coffey County,Kansas,"Coffey County, Kansas"
20033,G2000330,Comanche County,Kansas,"Comanche County, Kansas"
20035,G2000350,Cowley County,Kansas,"Cowley County, Kansas"
20037,G2000370,Crawford County,Kansas,"Crawford County, Kansas"
20039,G2000390,Decatur County,Kansas,"Decatur County, Kansas"
20041,G2000410,Dickinson County,Kansas,"Dickinson County, Kansas"
20043,G2000430,Doniphan County,Kansas,"Doniphan County, Kansas"
20045,G2000450,Douglas County,Kansas,"Douglas County, Kansas"
20047,G2000470,Edwards County,Kansas,"Edwards County, Kansas"
20049,G2000490,Elk County,Kansas,"Elk County, Kansas"
20051,G2000510,Ellis County,Kansas,"Ellis County, Kansas"
20053,G2000530,Ellsworth County,Kansas,"Ellsworth County, Kansas"
20055,G2000550,Finney County,Kansas,"Finney County, Kansas"
20057,G2000570,Ford County,Kansas,"Ford County, Kansas"
20059,G2000590,Franklin County,Kansas,"Franklin County, Kansas"
20061,G2000610,Geary County,Kansas,"Geary County, Kansas"
20063,G2000630,Gove County,Kansas,"Gove County, Kansas"
20065,G2000650,Graham County,Kansas,"Graham County, Kansas"
20067,G2000670,Grant County,Kansas,"Grant County, Kansas"
20069,G2000690,Gray County,Kansas,"Gray County, Kansas"
20071,G2000710,Greeley County,Kansas,"Greeley County, Kansas"
20073,G2000730,Greenwood County,Kansas,"Greenwood County, Kansas"
20075,G2000750,Hamilton County,Kansas,"Hamilton County, Kansas"
20077,G2000770,Harper County,Kansas,"Harper County, Kansas"
20079,G2000790,Harvey County,Kansas,"Harvey County, Kansas"
20081,G2000810,Haskell County,Kansas,"Haskell County, Kansas"
20083,G2000830,Hodgeman County,Kansas,"Hodgeman County, Kansas"
20085,G2000850,Jackson County,Kansas,"Jackson County, Kansas"
20087,G2000870,Jefferson County,Kansas,"Jefferson County, Kansas"
20089,G2000890,Jewell County,Kansas,"Jewell County, Kansas"
20091,G2000910,Johnson County,Kansas,"Johnson County, Kansas"
20093,G2000930,Kearny County,Kansas,"Kearny County, Kansas"
20095,G2000950,Kingman County,Kansas,"Kingman County, Kansas"
20097,G2000970,Kiowa County,Kansas,"Kiowa County, Kansas"
20099,G2000990,Labette County,Kansas,"Labette County, Kansas"
20101,G2001010,Lane County,Kansas,"Lane County, Kansas"
20103,G2001030,Leavenworth County,Kansas,"Leavenworth County, Kansas"
20105,G2001050,Lincoln County,Kansas,"Lincoln County, Kansas"
20107,G2001070,Linn County,Kansas,"Linn County, Kansas"
20109,G2001090,Logan County,Kansas,"Logan County, Kansas"
20111,G2001110,Lyon County,Kansas,"Lyon County, Kansas"
20113,G2001130,McPherson County,Kansas,"McPherson County, Kansas"
20115,G2001150,Marion County,Kansas,"Marion County, Kansas"
20117,G2001170,Marshall County,Kansas,"Marshall County, Kansas"
20119,G2001190,Meade County,Kansas,"Meade County, Kansas"
20121,G2001210,Miami County,Kansas,"Miami County, Kansas"
20123,G2001230,Mitchell County,Kansas,"Mitchell County, Kansas"
20125,G2001250,Montgomery County,Kansas,"Montgomery County, Kansas"
20127,G2001270,Morris County,Kansas,"Morris County, Kansas"
20129,G2001290,Morton County,Kansas,"Morton County, Kansas"
20131,G2001310,Nemaha County,Kansas,"Nemaha County, Kansas"
20133,G2001330,Neosho County,Kansas,"Neosho County, Kansas"
20135,G2001350,Ness County,Kansas,"Ness County, Kansas"
20137,G2001370,Norton County,Kansas,"Norton County, Kansas"
20139,G2001390,Osage County,Kansas,"Osage County, Kansas"
20141,G2001410,Osborne County,Kansas,"Osborne County, Kansas"
20143,G2001430,Ottawa County,Kansas,"Ottawa County, Kansas"
20145,G2001450,Pawnee County,Kansas,"Pawnee County, Kansas"
20147,G2001470,Phillips County,Kansas,"Phillips County, Kansas"
20149,G2001490,Pottawatomie County,Kansas,"Pottawatomie County, Kansas"
20151,G2001510,Pratt County,Kansas,"Pratt County, Kansas"
20153,G2001530,Rawlins County,Kansas,"Rawlins County, Kansas"
20155,G2001550,Reno County,Kansas,"Reno County, Kansas"
20157,G2001570,Republic County,Kansas,"Republic County, Kansas"
20159,G2001590,Rice County,Kansas,"Rice County, Kansas"
20161,G2001610,Riley County,Kansas,"Riley County, Kansas"
20163,G2001630,Rooks County,Kansas,"Rooks County, Kansas"
20165,G2001650,Rush County,Kansas,"Rush County, Kansas"
20167,G2001670,Russell County,Kansas,"Russell County, Kansas"
20169,G2001690,Saline County,Kansas,"Saline County, Kansas"
20171,G2001710,Scott County,Kansas,"Scott County, Kansas"
20173,G2001730,Sedgwick County,Kansas,"Sedgwick County, Kansas"
20175,G2001750,Seward County,Kansas,"Seward County, Kansas"
20177,G2001770,Shawnee County,Kansas,"Shawnee County, Kansas"
20179,G2001790,Sheridan County,Kansas,"Sheridan County, Kansas"
20181,G2001810,Sherman County,Kansas,"Sherman County, Kansas"
20183,G2001830,Smith County,Kansas,"Smith County, Kansas"
20185,G2001850,Stafford County,Kansas,"Stafford County, Kansas"
20187,G2001870,Stanton County,Kansas,"Stanton County, Kansas"
20189,G2001890,Stevens County,Kansas,"Stevens County, Kansas"
20191,G2001910,Sumner County,Kansas,"Sumner County, Kansas"
20193,G2001930,Thomas County,Kansas,"Thomas County, Kansas"
20195,G2001950,Trego County,Kansas,"Trego County, Kansas"
20197,G2001970,Wabaunsee County,Kansas,"Wabaunsee County, Kansas"
20199,G2001990,Wallace County,Kansas,"Wallace County, Kansas"
20201,G2002010,Washington County,Kansas,"Washington County, Kansas"
20203,G2002030,Wichita County,Kansas,"Wichita County, Kansas"
20205,G2002050,Wilson County,Kansas,"Wilson County, Kansas"
20207,G2002070,Woodson County,Kansas,"Woodson County, Kansas"
20209,G2002090,Wyandotte County,Kansas,"Wyandotte County, Kansas"
21001,G2100010,Adair County,Kentucky,"Adair County, Kentucky"
21003,G2100030,Allen County,Kentucky,"Allen County, Kentucky"
21005,G2100050,Anderson County,Kentucky,"Anderson County, Kentucky"
21007,G2100070,Ballard County,Kentucky,"Ballard County, Kentucky"
21009,G2100090,Barren County,Kentucky,"Barren County, Kentucky"
21011,G2100110,Bath County,Kentucky,"Bath County, Kentucky"
21013,G2100130,Bell County,Kentucky,"Bell County, Kentucky"
21015,G2100150,Boone County,Kentucky,"Boone County, Kentucky"
21017,G2100170,Bourbon County,Kentucky,"Bourbon County, Kentucky"
21019,G2100190,Boyd County,Kentucky,"Boyd County, Kentucky"
21021,G2100210,Boyle County,Kentucky,"Boyle County, Kentucky"
21023,G2100230,Bracken County,Kentucky,"Bracken County, Kentucky"
21025,G2100250,Breathitt County,Kentucky,"Breathitt County, Kentucky"
21027,G2100270,Breckinridge County,Kentucky,"Breckinridge County, Kentucky"
21029,G2100290,Bullitt County,Kentucky,"Bullitt County, Kentucky"
21031,G2100310,Butler County,Kentucky,"Butler County, Kentucky"
21033,G2100330,Caldwell County,Kentucky,"Caldwell County, Kentucky"
21035,G2100350,Calloway County,Kentucky,"Calloway County, Kentucky"
21037,G2100370,Campbell County,Kentucky,"Campbell County, Kentucky"
21039,G2100390,Carlisle County,Kentucky,"Carlisle County, Kentucky"
21041,G2100410,Carroll County,Kentucky,"Carroll County, Kentucky"
21043,G2100430,Carter County,Kentucky,"Carter County, Kentucky"
21045,G2100450,Casey County,Kentucky,"Casey County, Kentucky"
21047,G2100470,Christian County,Kentucky,"Christian County, Kentucky"
21049,G2100490,Clark County,Kentucky,"Clark County, Kentucky"
21051,G2100510,Clay County,Kentucky,"Clay County, Kentucky"
21053,G2100530,Clinton County,Kentucky,"Clinton County, Kentucky"
21055,G2100550,Crittenden County,Kentucky,"Crittenden County, Kentucky"
21057,G2100570,Cumberland County,Kentucky,"Cumberland County, Kentucky"
21059,G2100590,Daviess County,Kentucky,"Daviess County, Kentucky"
21061,G2100610,Edmonson County,Kentucky,"Edmonson County, Kentucky"
21063,G2100630,Elliott County,Kentucky,"Elliott County, Kentucky"
21065,G2100650,Estill County,Kentucky,"Estill County, Kentucky"
21067,G2100670,Fayette County,Kentucky,"Fayette County, Kentucky"
21069,G2100690,Fleming County,Kentucky,"Fleming County, Kentucky"
21071,G2100710,Floyd County,Kentucky,"Floyd County, Kentucky"
21073,G2100730,Franklin County,Kentucky,"Franklin County, Kentucky"
21075,G2100750,Fulton County,Kentucky,"Fulton County, Kentucky"
21077,G2100770,Gallatin County,Kentucky,"Gallatin County, Kentucky"
21079,G2100790,Garrard County,Kentucky,"Garrard County, Kentucky"
21081,G2100810,Grant County,Kentucky,"Grant County, Kentucky"
21083,G2100830,Graves County,Kentucky,"Graves County, Kentucky"
21085,G2100850,Grayson County,Kentucky,"Grayson County, Kentucky"
21087,G2100870,Green County,Kentucky,"Green County, Kentucky"
21089,G2100890,Greenup County,Kentucky,"Greenup County, Kentucky"
21091,G2100910,Hancock County,Kentucky,"Hancock County, Kentucky"
21093,G2100930,Hardin County,Kentucky,"Hardin County, Kentucky"
21095,G2100950,Harlan County,Kentucky,"Harlan County, Kentucky"
21097,G2100970,Harrison County,Kentucky,"Harrison County, Kentucky"
21099,G2100990,Hart County,Kentucky,"Hart County, Kentucky"
21101,G2101010,Henderson County,Kentucky,"Henderson County, Kentucky"
21103,G2101030,Henry County,Kentucky,"Henry County, Kentucky"
21105,G2101050,Hickman County,Kentucky,"Hickman County, Kentucky"
21107,G2101070,Hopkins County,Kentucky,"Hopkins County, Kentucky"
21109,G2101090,Jackson County,Kentucky,"Jackson County, Kentucky"
21111,G2101110,Jefferson County,Kentucky,"Jefferson County, Kentucky"
21113,G2101130,Jessamine County,Kentucky,"Jessamine County, Kentucky"
21115,G2101150,Johnson County,Kentucky,"Johnson County, Kentucky"
21117,G2101170,Kenton County,Kentucky,"Kenton County, Kentucky"
21119,G2101190,Knott County,Kentucky,"Knott County, Kentucky"
21121,G2101210,Knox County,Kentucky,"Knox County, Kentucky"
21123,G2101230,Larue County,Kentucky,"Larue County, Kentucky"
21125,G2101250,Laurel County,Kentucky,"Laurel County, Kentucky"
21127,G2101270,Lawrence County,Kentucky,"Lawrence County, Kentucky"
21129,G2101290,Lee County,Kentucky,"Lee County, Kentucky"
21131,G2101310,Leslie County,Kentucky,"Leslie County, Kentucky"
21133,G2101330,Letcher County,Kentucky,"Letcher County, Kentucky"
21135,G2101350,Lewis County,Kentucky,"Lewis County, Kentucky"
21137,G2101370,Lincoln County,Kentucky,"Lincoln County, Kentucky"
21139,G2101390,Livingston County,Kentucky,"Livingston County, Kentucky"
21141,G2101410,Logan County,Kentucky,"Logan County, Kentucky"
21143,G2101430,Lyon County,Kentucky,"Lyon County, Kentucky"
21145,G2101450,McCracken County,Kentucky,"McCracken County, Kentucky"
21147,G2101470,McCreary County,Kentucky,"McCreary County, Kentucky"
21149,G2101490,McLean County,Kentucky,"McLean County, Kentucky"
21151,G2101510,Madison County,Kentucky,"Madison County, Kentucky"
21153,G2101530,Magoffin County,Kentucky,"Magoffin County, Kentucky"
21155,G2101550,Marion County,Kentucky,"Marion County, Kentucky"
21157,G2101570,Marshall County,Kentucky,"Marshall County, Kentucky"
21159,G2101590,Martin County,Kentucky,"Martin County, Kentucky"
21161,G2101610,Mason County,Kentucky,"Mason County, Kentucky"
21163,G2101630,Meade County,Kentucky,"Meade County, Kentucky"
21165,G2101650,Menifee County,Kentucky,"Menifee County, Kentucky"
21167,G2101670,Mercer County,Kentucky,"Mercer County, Kentucky"
21169,G2101690,Metcalfe County,Kentucky,"Metcalfe County, Kentucky"
21171,G2101710,Monroe County,Kentucky,"Monroe County, Kentucky"
21173,G2101730,Montgomery County,Kentucky,"Montgomery County, Kentucky"
21175,G2101750,Morgan County,Kentucky,"Morgan County, Kentucky"
21177,G2101770,Muhlenberg County,Kentucky,"Muhlenberg County, Kentucky"
21179,G2101790,Nelson County,Kentucky,"Nelson County, Kentucky"
21181,G2101810,Nicholas County,Kentucky,"Nicholas County, Kentucky"
21183,G2101830,Ohio County,Kentucky,"Ohio County, Kentucky"
21185,G2101850,Oldham County,Kentucky,"Oldham County, Kentucky"
21187,G2101870,Owen County,Kentucky,"Owen County, Kentucky"
21189,G2101890,Owsley County,Kentucky,"Owsley County, Kentucky"
21191,G2101910,Pendleton County,Kentucky,"Pendleton County, Kentucky"
21193,G2101930,Perry County,Kentucky,"Perry County, Kentucky"
21195,G2101950,Pike County,Kentucky,"Pike County, Kentucky"
21197,G2101970,Powell County,Kentucky,"Powell County, Kentucky"
21199,G2101990,Pulaski County,Kentucky,"Pulaski County, Kentucky"
21201,G2102010,Robertson County,Kentucky,"Robertson County, Kentucky"
21203,G2102030,Rockcastle County,Kentucky,"Rockcastle County, Kentucky"
21205,G2102050,Rowan County,Kentucky,"Rowan County, Kentucky"
21207,G2102070,Russell County,Kentucky,"Russell County, Kentucky"
21209,G2102090,Scott County,Kentucky,"Scott County, Kentucky"
21211,G2102110,Shelby County,Kentucky,"Shelby County, Kentucky"
21213,G2102130,Simpson County,Kentucky,"Simpson County, Kentucky"
21215,G2102150,Spencer County,Kentucky,"Spencer County, Kentucky"
21217,G2102170,Taylor County,Kentucky,"Taylor County, Kentucky"
21219,G2102190,Todd County,Kentucky,"Todd County, Kentucky"
21221,G2102210,Trigg County,Kentucky,"Trigg County, Kentucky"
21223,G2102230,Trimble County,Kentucky,"Trimble County, Kentucky"
21225,G2102250,Union County,Kentucky,"Union County, Kentucky"
21227,G2102270,Warren County,Kentucky,"Warren County, Kentucky"
21229,G2102290,Washington County,Kentucky,"Washington County, Kentucky"
21231,G2102310,Wayne County,Kentucky,"Wayne County, Kentucky"
21233,G2102330,Webster County,Kentucky,"Webster County, Kentucky"
21235,G2102350,Whitley County,Kentucky,"Whitley County, Kentucky"
21237,G2102370,Wolfe County,Kentucky,"Wolfe County, Kentucky"
21239,G2102390,Woodford County,Kentucky,"Woodford County, Kentucky"
22001,G2200010,Acadia Parish,Louisiana,"Acadia Parish, Louisiana"
22003,G2200030,Allen Parish,Louisiana,"Allen Parish, Louisiana"
22005,G2200050,Ascension Parish,Louisiana,"Ascension Parish, Louisiana"
22007,G2200070,Assumption Parish,Louisiana,"Assumption Parish, Louisiana"
22009,G2200090,Avoyelles Parish,Louisiana,"Avoyelles Parish, Louisiana"
